uid6;0;Aware;Button;Off;Front;3.382710000000001;0;0
uid6;1;Aware;Button;Off;Right;8.27733;0;0
uid6;2;Aware;Button;Off;Back;3.920169999999999;0;0
uid6;3;Aware;Button;On;Right;9.540940000000006;0;0
uid6;4;Aware;Button;Off;Right;8.031900000000007;0;0
uid6;5;Aware;Button;On;Front;4.4666;0;0
uid6;6;Aware;Button;Off;Left;13.244199999999978;0;0
uid6;7;Aware;Button;On;Back;2.6079000000000008;0;0
uid6;8;Aware;Button;On;Back;21.086799999999982;0;0
uid6;10;Aware;Button;Off;Left;12.553699999999992;0;0
uid6;12;Aware;Button;Off;Back;3.334699999999998;0;0
uid6;13;Aware;Button;On;Left;10.52090000000004;0;0
uid6;15;Aware;Button;On;Right;12.674399999999991;0;0
uid6;0;Aware;Headphone;Off;Right;8.272710000000004;1;1
uid6;1;Aware;Headphone;On;Right;10.512069999999994;2;1
uid6;2;Aware;Headphone;Off;Front;1.9279999999999973;0;0
uid6;3;Aware;Headphone;On;Back;2.8961999999999932;0;0
uid6;4;Aware;Headphone;Off;Front;3.710899999999981;1;1
uid6;5;Aware;Headphone;On;Right;8.950200000000024;2;2
uid6;6;Aware;Headphone;Off;Right;8.332100000000025;1;1
uid6;7;Aware;Headphone;On;Front;1.8366000000000042;0;0
uid6;8;Aware;Headphone;On;Front;3.6092000000000155;1;1
uid6;9;Aware;Headphone;Off;Back;8.092099999999988;2;2
uid6;10;Aware;Headphone;Off;Back;3.432299999999998;1;1
uid6;11;Aware;Headphone;On;Back;2.925700000000006;1;1
uid6;12;Aware;Headphone;On;Left;13.186700000000002;4;4
uid6;13;Aware;Headphone;Off;Left;6.974900000000048;2;2
uid6;15;Aware;Headphone;Off;Left;12.055800000000033;6;6
uid6;14;Unaware;Headphone;On;Left;16.260899999999992;4;4
uid6;1;Aware;Trivia;Off;Back;1.3839600000000019;0;0
uid6;2;Aware;Trivia;Off;Left;11.582329999999985;3;3
uid6;3;Aware;Trivia;Off;Right;7.481750000000005;1;1
uid6;4;Aware;Trivia;Off;Left;6.2988;3;3
uid6;5;Aware;Trivia;Off;Front;5.977599999999995;1;1
uid6;6;Aware;Trivia;On;Right;10.139499999999998;2;2
uid6;7;Aware;Trivia;Off;Back;4.586199999999991;2;2
uid6;8;Aware;Trivia;On;Right;0.2874999999999943;0;0
uid6;9;Aware;Trivia;On;Front;0.7650999999999897;1;1
uid6;10;Aware;Trivia;Off;Front;5.597000000000008;2;2
uid6;11;Aware;Trivia;On;Front;0.8139999999999645;0;0
uid6;12;Aware;Trivia;On;Back;4.283800000000042;0;0
uid6;13;Aware;Trivia;On;Back;6.640999999999963;1;1
uid6;14;Aware;Trivia;On;Left;9.024900000000002;8;8
uid6;15;Aware;Trivia;On;Left;7.154200000000003;2;2
uid6;0;Unaware;Trivia;Off;Right;12.35672;0;0
uid7;0;Aware;Headphone;On;Front;7.158436999999999;1;1
uid7;1;Aware;Headphone;On;Back;4.6776199999999974;0;0
uid7;2;Aware;Headphone;Off;Front;5.646640000000005;1;0
uid7;3;Aware;Headphone;On;Right;7.374349999999993;2;2
uid7;5;Aware;Headphone;On;Back;2.1033000000000186;1;0
uid7;6;Aware;Headphone;On;Left;8.387399999999985;2;2
uid7;8;Aware;Headphone;Off;Front;4.6547999999999945;1;1
uid7;9;Aware;Headphone;Off;Right;8.402999999999992;1;1
uid7;10;Aware;Headphone;Off;Back;2.9651000000000067;0;0
uid7;11;Aware;Headphone;On;Front;4.8718000000000075;2;2
uid7;12;Aware;Headphone;On;Left;7.117500000000007;1;0
uid7;13;Aware;Headphone;Off;Left;10.992599999999982;3;1
uid7;14;Aware;Headphone;Off;Left;0.9133999999999673;0;0
uid7;15;Aware;Headphone;On;Right;2.098129999999969;1;1
uid7;4;Unaware;Headphone;Off;Right;13.628389999999996;1;1
uid7;0;Aware;Button;Off;Left;8.875553;0;0
uid7;1;Aware;Button;Off;Back;8.818440000000002;0;0
uid7;2;Aware;Button;On;Back;1.7607399999999984;0;0
uid7;3;Aware;Button;Off;Back;5.6417;0;0
uid7;4;Aware;Button;Off;Front;3.7720999999999947;0;0
uid7;5;Aware;Button;Off;Right;4.555599999999998;0;0
uid7;6;Aware;Button;Off;Left;5.72829999999999;0;0
uid7;7;Aware;Button;On;Left;11.170999999999992;0;0
uid7;8;Aware;Button;On;Left;13.353200000000015;0;0
uid7;9;Aware;Button;On;Front;5.483699999999999;0;0
uid7;10;Aware;Button;On;Front;3.0289999999999964;0;0
uid7;11;Aware;Button;Off;Front;2.5808999999999855;0;0
uid7;12;Aware;Button;On;Back;2.1520999999999617;0;0
uid7;13;Aware;Button;On;Right;7.757800000000032;0;0
uid7;14;Aware;Button;On;Right;8.592899999999986;0;0
uid7;15;Aware;Button;Off;Right;0.6204000000000178;0;0
uid7;0;Aware;Trivia;Off;Left;17.279805;6;6
uid7;1;Aware;Trivia;On;Left;3.131610000000002;1;1
uid7;2;Aware;Trivia;On;Right;5.987130000000008;2;2
uid7;4;Aware;Trivia;On;Left;6.9257200000000125;1;1
uid7;5;Aware;Trivia;Off;Left;5.864100000000008;2;2
uid7;6;Aware;Trivia;Off;Front;6.182999999999993;3;3
uid7;7;Aware;Trivia;On;Front;2.900800000000004;1;1
uid7;8;Aware;Trivia;On;Front;4.3478000000000065;3;3
uid7;9;Aware;Trivia;Off;Front;3.584000000000003;3;3
uid7;10;Aware;Trivia;Off;Back;3.888300000000015;3;3
uid7;11;Aware;Trivia;On;Back;2.5026000000000295;0;0
uid7;12;Aware;Trivia;Off;Back;7.282870000000003;6;6
